split,current_file,best_video,best_frame,best_distance,second_video,second_distance,margin
val,01713.jpg,video13,01157.jpg,106,video01,108,2
val,01722.jpg,video13,01157.jpg,102,video07,107,5
val,01730.jpg,video04,00169.jpg,101,video08,101,0
val,01739.jpg,video04,00169.jpg,103,video08,103,0
val,01748.jpg,video06,00129.jpg,103,video08,107,4
val,01756.jpg,video07,00616.jpg,94,video03,106,12
val,01765.jpg,video08,02026.jpg,98,video09,100,2
val,01774.jpg,video08,00743.jpg,88,video07,94,6
val,01782.jpg,video08,00743.jpg,90,video07,95,5
val,01791.jpg,video07,01398.jpg,104,video08,108,4
val,01800.jpg,video07,01947.jpg,97,video01,107,10
val,01808.jpg,video07,01947.jpg,95,video01,105,10
val,01817.jpg,video07,01947.jpg,97,video01,107,10
val,01826.jpg,video01,00338.jpg,103,video05,106,3
val,01835.jpg,video01,00374.jpg,97,video05,100,3
val,01843.jpg,video01,00296.jpg,104,video05,106,2
val,01852.jpg,video07,02346.jpg,104,video05,106,2
val,01861.jpg,video04,00016.jpg,97,video07,103,6
val,01869.jpg,video04,00016.jpg,97,video01,100,3
val,01878.jpg,video04,00320.jpg,104,video07,104,0
val,01887.jpg,video07,02446.jpg,102,video04,104,2
val,01895.jpg,video08,01624.jpg,100,video01,101,1
val,01904.jpg,video08,00573.jpg,106,video01,107,1
val,01913.jpg,video01,00353.jpg,99,video03,101,2
val,01921.jpg,video01,00353.jpg,103,video08,104,1
val,01930.jpg,video18,00027.jpg,10,video08,100,90
val,01939.jpg,video18,00089.jpg,11,video04,103,92
val,01948.jpg,video02,00064.jpg,96,video06,97,1
val,01956.jpg,video02,00064.jpg,101,video01,102,1
val,01965.jpg,video19,01160.jpg,2,video07,98,96
val,01974.jpg,video19,01160.jpg,5,video07,95,90
val,01982.jpg,video19,01099.jpg,3,video07,94,91
val,01991.jpg,video07,02097.jpg,102,video08,103,1
val,02000.jpg,video08,00387.jpg,94,video07,101,7
val,02008.jpg,video08,00387.jpg,92,video07,103,11
val,02017.jpg,video08,00387.jpg,95,video05,102,7
val,02026.jpg,video07,01348.jpg,103,video05,105,2
val,02034.jpg,video04,00206.jpg,103,video07,104,1
val,02043.jpg,video07,01781.jpg,98,video11,105,7
val,02052.jpg,video07,00932.jpg,98,video04,102,4
val,02061.jpg,video08,02026.jpg,101,video01,103,2
val,02069.jpg,video08,02026.jpg,101,video12,102,1
val,02078.jpg,video07,02064.jpg,97,video01,104,7
val,02087.jpg,video01,00275.jpg,90,video07,102,12
val,02095.jpg,video01,00275.jpg,90,video07,100,10
val,02104.jpg,video08,00743.jpg,101,video06,103,2
val,02113.jpg,video06,00142.jpg,103,video08,104,1
val,02121.jpg,video01,00198.jpg,102,video02,104,2
val,02130.jpg,video04,00137.jpg,96,video08,104,8
val,02139.jpg,video04,00220.jpg,103,video07,104,1
val,02148.jpg,video01,00845.jpg,100,video04,102,2
val,02156.jpg,video08,01114.jpg,101,video02,104,3
val,02165.jpg,video08,01114.jpg,100,video02,101,1
val,02174.jpg,video02,00016.jpg,100,video08,100,0
val,02182.jpg,video07,00666.jpg,101,video08,103,2
val,02191.jpg,video07,00666.jpg,98,video11,102,4
val,02200.jpg,video03,00068.jpg,103,video06,104,1
val,02208.jpg,video03,00068.jpg,103,video08,104,1
val,02217.jpg,video05,00227.jpg,101,video14,104,3
val,02226.jpg,video04,00101.jpg,106,video08,106,0
val,02234.jpg,video04,00101.jpg,108,video08,108,0
val,02243.jpg,video01,00233.jpg,103,video08,104,1
val,02252.jpg,video01,00233.jpg,103,video08,104,1
val,02261.jpg,video01,00233.jpg,101,video08,106,5
val,02269.jpg,video07,00816.jpg,98,video04,100,2
val,02278.jpg,video04,00224.jpg,100,video07,102,2
val,02287.jpg,video07,00899.jpg,98,video04,102,4
val,02295.jpg,video08,00418.jpg,100,video07,105,5
val,02304.jpg,video08,00418.jpg,102,video03,105,3
val,02313.jpg,video07,00799.jpg,103,video08,103,0
val,02321.jpg,video08,01810.jpg,103,video07,105,2
val,02330.jpg,video07,01764.jpg,107,video02,108,1
val,02339.jpg,video01,00043.jpg,98,video02,99,1
val,02347.jpg,video08,00820.jpg,100,video02,101,1
val,02356.jpg,video08,00820.jpg,98,video02,101,3
val,02365.jpg,video02,00046.jpg,101,video06,106,5
val,02374.jpg,video02,00046.jpg,100,video08,103,3
val,02382.jpg,video01,00493.jpg,101,video13,101,0
val,02391.jpg,video01,00261.jpg,104,video05,109,5
val,02400.jpg,video01,00261.jpg,103,video08,109,6
val,02408.jpg,video01,00261.jpg,101,video14,107,6
val,02417.jpg,video02,00032.jpg,98,video08,103,5
val,02426.jpg,video08,00959.jpg,97,video06,102,5
val,02434.jpg,video07,00084.jpg,95,video03,99,4
val,02443.jpg,video06,00114.jpg,100,video02,102,2
val,02452.jpg,video07,00599.jpg,102,video04,105,3
val,02460.jpg,video10,00831.jpg,101,video06,104,3
val,02469.jpg,video01,01021.jpg,95,video05,101,6
val,02478.jpg,video01,01021.jpg,95,video05,95,0
val,02487.jpg,video02,00051.jpg,103,video01,104,1
val,02495.jpg,video02,00051.jpg,103,video07,103,0
val,02504.jpg,video07,00500.jpg,99,video15,104,5
val,02513.jpg,video08,01330.jpg,103,video07,104,1
val,02521.jpg,video08,00124.jpg,92,video07,104,12
val,02530.jpg,video08,00124.jpg,95,video07,105,10
val,02539.jpg,video06,00122.jpg,99,video05,104,5
val,02547.jpg,video06,00122.jpg,101,video08,101,0
val,02556.jpg,video01,01000.jpg,97,video03,101,4
val,02565.jpg,video04,00083.jpg,101,video07,102,1
val,02573.jpg,video08,00758.jpg,94,video14,100,6
val,02582.jpg,video08,00758.jpg,99,video01,103,4
val,02591.jpg,video07,00666.jpg,97,video01,101,4
val,02600.jpg,video04,00158.jpg,105,video06,105,0
test,00001.jpg,video01,00423.jpg,94,video04,107,13
test,00008.jpg,video04,00153.jpg,99,video12,100,1
test,00015.jpg,video07,00816.jpg,85,video04,98,13
test,00023.jpg,video04,00222.jpg,94,video07,97,3
test,00030.jpg,video08,02181.jpg,87,video12,95,8
test,00037.jpg,video01,00381.jpg,98,video05,100,2
test,00045.jpg,video07,00001.jpg,99,video01,100,1
test,00052.jpg,video07,00799.jpg,90,video17,106,16
test,00059.jpg,video08,01330.jpg,100,video03,102,2
test,00067.jpg,video01,00430.jpg,97,video04,100,3
test,00074.jpg,video03,00013.jpg,85,video08,94,9
test,00081.jpg,video06,00146.jpg,105,video08,106,1
test,00089.jpg,video04,00297.jpg,99,video19,99,0
test,00096.jpg,video07,01548.jpg,101,video08,101,0
test,00103.jpg,video01,00697.jpg,99,video03,99,0
test,00111.jpg,video07,00749.jpg,94,video08,104,10
test,00118.jpg,video08,01717.jpg,102,video12,104,2
test,00126.jpg,video07,02163.jpg,96,video01,98,2
test,00133.jpg,video04,00288.jpg,89,video01,103,14
test,00140.jpg,video04,00252.jpg,82,video03,97,15
test,00148.jpg,video12,00419.jpg,101,video08,102,1
test,00155.jpg,video01,00254.jpg,95,video08,101,6
test,00162.jpg,video04,00231.jpg,85,video07,88,3
test,00170.jpg,video08,00093.jpg,98,video07,100,2
test,00177.jpg,video02,00067.jpg,99,video01,100,1
test,00184.jpg,video01,00895.jpg,100,video08,100,0
test,00192.jpg,video03,00014.jpg,92,video04,95,3
test,00199.jpg,video07,01581.jpg,98,video06,101,3
test,00206.jpg,video01,00507.jpg,98,video04,102,4
test,00214.jpg,video04,00190.jpg,98,video07,101,3
test,00221.jpg,video04,00215.jpg,90,video07,95,5
test,00228.jpg,video08,00232.jpg,93,video12,95,2
test,00236.jpg,video07,00882.jpg,100,video13,106,6
test,00243.jpg,video04,00055.jpg,100,video07,102,2
test,00251.jpg,video08,00093.jpg,90,video03,91,1
test,00258.jpg,video07,00832.jpg,96,video08,98,2
test,00265.jpg,video03,00028.jpg,100,video05,105,5
test,00273.jpg,video08,01114.jpg,102,video01,103,1
test,00280.jpg,video01,00001.jpg,106,video03,108,2
test,00287.jpg,video04,00201.jpg,82,video03,84,2
test,00295.jpg,video07,01548.jpg,99,video01,104,5
test,00302.jpg,video03,00021.jpg,100,video04,103,3
test,00309.jpg,video01,00775.jpg,96,video06,99,3
test,00317.jpg,video07,01015.jpg,96,video04,104,8
test,00324.jpg,video04,00309.jpg,92,video05,105,13
test,00331.jpg,video01,00979.jpg,92,video02,102,10
test,00339.jpg,video01,00423.jpg,104,video05,104,0
test,00346.jpg,video08,01872.jpg,89,video01,103,14
test,00354.jpg,video03,00015.jpg,102,video07,105,3
test,00361.jpg,video04,00199.jpg,97,video05,101,4
test,00368.jpg,video04,00256.jpg,103,video07,104,1
test,00376.jpg,video20,01602.jpg,97,video05,100,3
test,00383.jpg,video11,00061.jpg,91,video05,103,12
test,00390.jpg,video03,00023.jpg,101,video01,104,3
test,00398.jpg,video07,00500.jpg,103,video02,104,1
test,00405.jpg,video04,00167.jpg,84,video08,101,17
test,00412.jpg,video04,00055.jpg,98,video07,105,7
test,00420.jpg,video08,01609.jpg,98,video02,100,2
test,00427.jpg,video17,00361.jpg,103,video07,105,2
test,00434.jpg,video01,00071.jpg,98,video05,99,1
test,00442.jpg,video06,00003.jpg,99,video07,101,2
test,00449.jpg,video03,00084.jpg,101,video01,104,3
test,00456.jpg,video01,00479.jpg,99,video11,106,7
test,00464.jpg,video07,01481.jpg,100,video08,101,1
test,00471.jpg,video08,01531.jpg,105,video16,106,1
test,00479.jpg,video07,00100.jpg,102,video01,103,1
test,00486.jpg,video01,00550.jpg,95,video08,104,9
test,00493.jpg,video08,00047.jpg,105,video07,106,1
test,00501.jpg,video05,00299.jpg,103,video07,107,4
test,00508.jpg,video12,01245.jpg,95,video08,98,3
test,00515.jpg,video08,02073.jpg,97,video20,102,5
test,00523.jpg,video07,00367.jpg,98,video03,100,2
test,00530.jpg,video13,01157.jpg,93,video01,100,7
test,00537.jpg,video04,00188.jpg,86,video08,99,13
test,00545.jpg,video08,02305.jpg,101,video15,101,0
test,00552.jpg,video07,00982.jpg,101,video01,106,5
test,00559.jpg,video05,00082.jpg,104,video06,105,1
test,00567.jpg,video04,00336.jpg,92,video01,100,8
test,00574.jpg,video05,00073.jpg,99,video04,104,5
test,00582.jpg,video07,01980.jpg,103,video08,104,1
test,00589.jpg,video08,00526.jpg,98,video07,99,1
test,00596.jpg,video08,01253.jpg,98,video12,98,0
test,00604.jpg,video07,00782.jpg,94,video08,97,3
test,00611.jpg,video08,00944.jpg,101,video01,103,2
test,00618.jpg,video03,00057.jpg,102,video07,104,2
test,00626.jpg,video08,01129.jpg,95,video01,98,3
test,00633.jpg,video08,01902.jpg,91,video04,99,8
test,00640.jpg,video06,00097.jpg,100,video05,103,3
test,00648.jpg,video01,01042.jpg,104,video03,104,0
test,00655.jpg,video08,01114.jpg,98,video05,101,3
test,00662.jpg,video07,00782.jpg,94,video02,97,3
test,00670.jpg,video02,00010.jpg,100,video01,101,1
test,00677.jpg,video08,01145.jpg,102,video04,103,1
test,00684.jpg,video15,01078.jpg,4,video04,98,94
test,00692.jpg,video01,00507.jpg,98,video04,100,2
test,00699.jpg,video04,00158.jpg,103,video02,105,2
test,00707.jpg,video01,00078.jpg,103,video02,106,3
test,00714.jpg,video06,00191.jpg,102,video08,102,0
test,00721.jpg,video07,01348.jpg,101,video08,103,2
test,00729.jpg,video15,00453.jpg,99,video01,102,3
test,00736.jpg,video17,00021.jpg,2,video03,95,93
test,00743.jpg,video13,01157.jpg,104,video01,107,3
test,00751.jpg,video08,02305.jpg,101,video01,104,3
test,00758.jpg,video08,00743.jpg,88,video07,94,6
test,00765.jpg,video07,01398.jpg,106,video08,106,0
test,00773.jpg,video08,01980.jpg,101,video05,102,1
test,00780.jpg,video01,00141.jpg,94,video12,96,2
test,00787.jpg,video07,01298.jpg,103,video01,106,3
test,00795.jpg,video08,00727.jpg,104,video01,106,2
test,00802.jpg,video06,00178.jpg,95,video02,100,5
test,00809.jpg,video19,01160.jpg,5,video07,95,90
test,00817.jpg,video08,00387.jpg,92,video07,101,9
test,00824.jpg,video07,01348.jpg,103,video20,103,0
test,00832.jpg,video08,02026.jpg,101,video01,103,2
test,00839.jpg,video07,00367.jpg,99,video01,104,5
test,00846.jpg,video04,00215.jpg,103,video07,104,1
test,00854.jpg,video08,01547.jpg,96,video02,99,3
test,00861.jpg,video03,00068.jpg,101,video01,104,3
test,00868.jpg,video04,00101.jpg,104,video07,106,2
test,00876.jpg,video07,00816.jpg,101,video04,105,4
test,00883.jpg,video04,00331.jpg,107,video08,107,0
test,00890.jpg,video08,00310.jpg,106,video07,107,1
test,00898.jpg,video02,00056.jpg,97,video01,100,3
test,00905.jpg,video02,00058.jpg,91,video01,96,5
test,00912.jpg,video02,00032.jpg,98,video08,103,5
test,00920.jpg,video04,00014.jpg,101,video06,104,3
test,00927.jpg,video01,00001.jpg,100,video07,101,1
test,00935.jpg,video07,00500.jpg,102,video01,105,3
test,00942.jpg,video06,00122.jpg,101,video05,102,1
test,00949.jpg,video08,00758.jpg,97,video14,99,2
test,00957.jpg,video08,01145.jpg,100,video01,106,6
test,00964.jpg,video01,00395.jpg,103,video05,107,4
test,00971.jpg,video04,00190.jpg,93,video01,104,11
test,00979.jpg,video04,00192.jpg,91,video08,97,6
test,00986.jpg,video04,00083.jpg,100,video05,103,3
test,00993.jpg,video01,00353.jpg,102,video05,104,2
test,01001.jpg,video08,02150.jpg,99,video07,101,2
test,01008.jpg,video04,00233.jpg,101,video02,103,2
test,01015.jpg,video03,00017.jpg,90,video04,90,0
test,01023.jpg,video07,00483.jpg,100,video06,102,2
test,01030.jpg,video05,00398.jpg,99,video01,101,2
test,01037.jpg,video07,00350.jpg,15,video01,96,81
test,01045.jpg,video03,00018.jpg,102,video04,106,4
test,01052.jpg,video08,00310.jpg,103,video07,105,2
test,01060.jpg,video04,00320.jpg,75,video07,104,29
test,01067.jpg,video07,01980.jpg,95,video06,104,9
test,01074.jpg,video11,00798.jpg,99,video07,102,3
test,01082.jpg,video05,00236.jpg,102,video03,108,6
test,01089.jpg,video07,02113.jpg,103,video08,106,3
test,01096.jpg,video04,00128.jpg,98,video01,103,5
test,01104.jpg,video05,00031.jpg,101,video07,101,0
test,01111.jpg,video03,00023.jpg,97,video07,104,7
test,01118.jpg,video12,00887.jpg,100,video08,101,1
test,01126.jpg,video04,00003.jpg,103,video05,105,2
test,01133.jpg,video07,00766.jpg,100,video08,101,1
test,01140.jpg,video04,00204.jpg,102,video07,102,0
test,01148.jpg,video07,00050.jpg,106,video08,106,0
test,01155.jpg,video07,01548.jpg,98,video08,99,1
test,01163.jpg,video08,01145.jpg,97,video07,104,7
test,01170.jpg,video01,01021.jpg,105,video03,105,0
test,01177.jpg,video05,00091.jpg,98,video08,100,2
test,01185.jpg,video04,00039.jpg,106,video08,106,0
test,01192.jpg,video01,00507.jpg,98,video04,102,4
test,01199.jpg,video04,00254.jpg,89,video08,90,1
test,01207.jpg,video06,00026.jpg,100,video04,102,2
test,01214.jpg,video07,01049.jpg,95,video04,98,3
test,01221.jpg,video08,02212.jpg,101,video05,105,4
test,01229.jpg,video03,00085.jpg,104,video08,107,3
test,01236.jpg,video01,00141.jpg,106,video08,106,0
test,01243.jpg,video06,00126.jpg,99,video08,104,5
test,01251.jpg,video02,00041.jpg,101,video04,105,4
test,01258.jpg,video08,00789.jpg,94,video04,101,7
test,01265.jpg,video04,00064.jpg,95,video07,97,2
test,01273.jpg,video04,00245.jpg,104,video03,105,1
test,01280.jpg,video02,00046.jpg,98,video05,98,0
test,01288.jpg,video07,01298.jpg,94,video08,96,2
test,01295.jpg,video01,00008.jpg,100,video02,102,2
test,01302.jpg,video04,00270.jpg,102,video07,104,2
test,01310.jpg,video04,00309.jpg,101,video07,103,2
test,01317.jpg,video08,00634.jpg,97,video07,102,5
test,01324.jpg,video04,00267.jpg,98,video03,100,2
test,01332.jpg,video08,01872.jpg,87,video07,102,15
test,01339.jpg,video06,00111.jpg,100,video03,102,2
test,01346.jpg,video08,02212.jpg,92,video07,98,6
test,01354.jpg,video04,00286.jpg,88,video07,102,14
test,01361.jpg,video01,00338.jpg,85,video07,107,22
test,01368.jpg,video01,00141.jpg,98,video06,106,8
test,01376.jpg,video08,00341.jpg,82,video01,106,24
test,01383.jpg,video06,00183.jpg,94,video04,100,6
test,01391.jpg,video06,00181.jpg,107,video07,107,0
test,01398.jpg,video04,00016.jpg,99,video08,99,0
test,01405.jpg,video05,00299.jpg,104,video01,105,1
test,01413.jpg,video05,00031.jpg,89,video01,98,9
test,01420.jpg,video08,01037.jpg,97,video07,102,5
test,01427.jpg,video07,01298.jpg,96,video05,99,3
test,01435.jpg,video04,00003.jpg,103,video05,106,3
test,01442.jpg,video08,02042.jpg,97,video07,104,7
test,01449.jpg,video11,00852.jpg,86,video07,99,13
test,01457.jpg,video11,01000.jpg,5,video06,103,98
test,01464.jpg,video12,01096.jpg,2,video05,98,96
test,01471.jpg,video12,01445.jpg,13,video03,98,85
test,01479.jpg,video03,00023.jpg,103,video06,106,3
test,01486.jpg,video13,01388.jpg,9,video04,103,94
test,01493.jpg,video07,00500.jpg,102,video02,105,3
test,01501.jpg,video03,00003.jpg,102,video08,104,2
test,01508.jpg,video04,00167.jpg,91,video08,96,5
test,01516.jpg,video06,00086.jpg,98,video07,102,4
test,01523.jpg,video17,00361.jpg,98,video07,102,4
test,01530.jpg,video05,00079.jpg,98,video01,102,4
test,01538.jpg,video01,00268.jpg,101,video07,101,0
test,01545.jpg,video07,02263.jpg,91,video04,103,12
test,01552.jpg,video03,00084.jpg,101,video01,104,3
test,01560.jpg,video01,01021.jpg,96,video06,108,12
test,01567.jpg,video08,00124.jpg,95,video04,98,3
test,01574.jpg,video07,01481.jpg,102,video08,102,0
test,01582.jpg,video08,01531.jpg,105,video16,106,1
test,01589.jpg,video08,01531.jpg,101,video16,102,1
test,01596.jpg,video14,00107.jpg,94,video07,101,7
test,01604.jpg,video07,00766.jpg,102,video06,103,1
test,01611.jpg,video08,01547.jpg,103,video07,107,4
test,01618.jpg,video07,02030.jpg,106,video08,106,0
test,01626.jpg,video08,00109.jpg,92,video01,97,5
test,01633.jpg,video07,00001.jpg,98,video08,98,0
test,01641.jpg,video08,02073.jpg,97,video02,106,9
test,01648.jpg,video07,01714.jpg,98,video03,100,2
test,01655.jpg,video03,00017.jpg,98,video07,98,0
test,01663.jpg,video13,01401.jpg,96,video01,97,1
test,01670.jpg,video01,00493.jpg,94,video13,95,1
test,01677.jpg,video02,00012.jpg,87,video09,94,7
test,01685.jpg,video08,00990.jpg,99,video03,103,4
test,01692.jpg,video07,00982.jpg,96,video04,104,8
test,01699.jpg,video08,01145.jpg,91,video15,103,12
test,01707.jpg,video04,00062.jpg,105,video05,106,1
test,01714.jpg,video04,00078.jpg,102,video01,103,1
test,01721.jpg,video06,00174.jpg,95,video01,101,6
test,01729.jpg,video08,02227.jpg,98,video04,99,1
test,01736.jpg,video08,01562.jpg,97,video07,104,7
test,01744.jpg,video08,00619.jpg,93,video04,102,9
test,01751.jpg,video01,01007.jpg,99,video07,100,1
test,01758.jpg,video18,01178.jpg,101,video20,102,1
test,01766.jpg,video01,00923.jpg,101,video08,103,2
test,01773.jpg,video07,02380.jpg,105,video08,105,0
test,01780.jpg,video01,00909.jpg,93,video08,97,4
test,01788.jpg,video12,01245.jpg,87,video08,103,16
test,01795.jpg,video08,01902.jpg,90,video04,97,7
test,01802.jpg,video06,00097.jpg,102,video08,104,2
test,01810.jpg,video07,01897.jpg,103,video08,105,2
test,01817.jpg,video08,01114.jpg,92,video02,99,7
test,01824.jpg,video07,00782.jpg,96,video02,99,3
test,01832.jpg,video07,00782.jpg,93,video05,99,6
test,01839.jpg,video02,00010.jpg,97,video01,100,3
test,01846.jpg,video04,00092.jpg,101,video01,107,6
test,01854.jpg,video15,00363.jpg,2,video08,99,97
test,01861.jpg,video15,01313.jpg,0,video04,100,100
test,01869.jpg,video01,00507.jpg,100,video04,100,0
test,01876.jpg,video07,01564.jpg,96,video04,104,8
test,01883.jpg,video04,00215.jpg,102,video08,103,1
test,01891.jpg,video01,00085.jpg,97,video02,99,2
test,01898.jpg,video01,00085.jpg,99,video02,101,2
test,01905.jpg,video08,00078.jpg,103,video07,104,1
test,01913.jpg,video08,00789.jpg,95,video03,101,6
test,01920.jpg,video15,00453.jpg,99,video01,102,3
test,01927.jpg,video01,00367.jpg,99,video02,101,2
test,01935.jpg,video13,01157.jpg,105,video04,107,2
test,01942.jpg,video13,01157.jpg,102,video07,107,5
test,01949.jpg,video08,02305.jpg,101,video01,104,3
test,01957.jpg,video07,00616.jpg,92,video08,107,15
test,01964.jpg,video08,00743.jpg,90,video07,99,9
test,01972.jpg,video07,01947.jpg,99,video01,107,8
test,01979.jpg,video01,00360.jpg,103,video11,104,1
test,01986.jpg,video07,02346.jpg,104,video05,106,2
test,01994.jpg,video01,00106.jpg,101,video07,102,1
test,02001.jpg,video08,01624.jpg,101,video05,103,2
test,02008.jpg,video01,00353.jpg,100,video08,103,3
test,02016.jpg,video18,00027.jpg,12,video10,99,87
test,02023.jpg,video19,00393.jpg,0,video07,95,95
test,02030.jpg,video19,01160.jpg,5,video07,95,90
test,02038.jpg,video08,00387.jpg,90,video06,102,12
test,02045.jpg,video07,01348.jpg,103,video20,103,0
test,02052.jpg,video08,02026.jpg,101,video12,102,1
test,02060.jpg,video07,02064.jpg,101,video15,102,1
test,02067.jpg,video06,00142.jpg,101,video08,103,2
test,02074.jpg,video01,00845.jpg,100,video04,103,3
test,02082.jpg,video02,00016.jpg,99,video08,102,3
test,02089.jpg,video07,00666.jpg,98,video11,102,4
test,02097.jpg,video05,00227.jpg,103,video08,105,2
test,02104.jpg,video04,00101.jpg,104,video07,106,2
test,02111.jpg,video04,00224.jpg,102,video07,102,0
test,02119.jpg,video08,00418.jpg,103,video03,104,1
test,02126.jpg,video07,01764.jpg,107,video08,108,1
test,02133.jpg,video08,00820.jpg,100,video02,101,1
test,02141.jpg,video01,00261.jpg,100,video14,106,6
test,02148.jpg,video02,00032.jpg,98,video08,103,5
test,02155.jpg,video07,00599.jpg,104,video12,104,0
test,02163.jpg,video01,01021.jpg,96,video05,100,4
test,02170.jpg,video01,00479.jpg,104,video07,105,1
test,02177.jpg,video07,00500.jpg,102,video01,105,3
test,02185.jpg,video06,00122.jpg,101,video05,102,1
test,02192.jpg,video07,00716.jpg,96,video08,96,0
test,02200.jpg,video05,00043.jpg,102,video01,103,1
