split_A,image_A,split_B,image_B,hamming_distance
train,04070.jpg,val,02036.jpg,0
train,04070.jpg,val,02037.jpg,0
train,04070.jpg,val,02038.jpg,0
train,04070.jpg,val,02039.jpg,0
train,04070.jpg,val,02040.jpg,0
train,04070.jpg,val,02041.jpg,0
train,04070.jpg,val,02042.jpg,0
train,04070.jpg,val,02044.jpg,0
train,04070.jpg,test,00826.jpg,0
train,04070.jpg,test,00827.jpg,0
train,04070.jpg,test,00828.jpg,0
train,04070.jpg,test,02048.jpg,0
train,04070.jpg,test,02049.jpg,0
train,04070.jpg,test,02050.jpg,0
train,04071.jpg,val,02034.jpg,0
train,04071.jpg,val,02035.jpg,0
train,04071.jpg,val,02036.jpg,0
train,04071.jpg,val,02037.jpg,0
train,04071.jpg,val,02038.jpg,0
train,04071.jpg,val,02039.jpg,0
train,04071.jpg,val,02040.jpg,0
train,04071.jpg,val,02041.jpg,0
train,04071.jpg,val,02042.jpg,0
train,04071.jpg,val,02044.jpg,0
train,04071.jpg,test,00826.jpg,0
train,04071.jpg,test,00827.jpg,0
train,04071.jpg,test,00828.jpg,0
train,04071.jpg,test,02048.jpg,0
train,04071.jpg,test,02049.jpg,0
train,04071.jpg,test,02050.jpg,0
train,04072.jpg,val,02034.jpg,0
train,04072.jpg,val,02035.jpg,0
train,04072.jpg,val,02036.jpg,0
train,04072.jpg,val,02037.jpg,0
train,04072.jpg,val,02038.jpg,0
train,04072.jpg,val,02039.jpg,0
train,04072.jpg,val,02040.jpg,0
train,04072.jpg,val,02041.jpg,0
train,04072.jpg,val,02042.jpg,0
train,04072.jpg,val,02044.jpg,0
train,04072.jpg,test,00826.jpg,0
train,04072.jpg,test,00827.jpg,0
train,04072.jpg,test,00828.jpg,0
train,04072.jpg,test,02048.jpg,0
train,04072.jpg,test,02049.jpg,0
train,04072.jpg,test,02050.jpg,0
train,04073.jpg,val,02034.jpg,0
train,04073.jpg,val,02035.jpg,0
train,04073.jpg,val,02036.jpg,0
train,04073.jpg,val,02037.jpg,0
train,04073.jpg,val,02038.jpg,0
train,04073.jpg,val,02039.jpg,0
train,04073.jpg,val,02040.jpg,0
train,04073.jpg,val,02041.jpg,0
train,04073.jpg,val,02042.jpg,0
train,04073.jpg,val,02044.jpg,0
train,04073.jpg,test,00826.jpg,0
train,04073.jpg,test,00827.jpg,0
train,04073.jpg,test,00828.jpg,0
train,04073.jpg,test,02048.jpg,0
train,04073.jpg,test,02049.jpg,0
train,04073.jpg,test,02050.jpg,0
train,04074.jpg,val,02034.jpg,0
train,04074.jpg,val,02035.jpg,0
train,04074.jpg,val,02036.jpg,0
train,04074.jpg,val,02037.jpg,0
train,04074.jpg,val,02038.jpg,0
train,04074.jpg,val,02039.jpg,0
train,04074.jpg,val,02040.jpg,0
train,04074.jpg,val,02041.jpg,0
train,04074.jpg,val,02042.jpg,0
train,04074.jpg,val,02044.jpg,0
train,04074.jpg,test,00826.jpg,0
train,04074.jpg,test,00827.jpg,0
train,04074.jpg,test,00828.jpg,0
train,04074.jpg,test,02048.jpg,0
train,04074.jpg,test,02049.jpg,0
train,04074.jpg,test,02050.jpg,0
train,04075.jpg,val,02034.jpg,0
train,04075.jpg,val,02035.jpg,0
train,04075.jpg,val,02036.jpg,0
train,04075.jpg,val,02037.jpg,0
train,04075.jpg,val,02038.jpg,0
train,04075.jpg,val,02039.jpg,0
train,04075.jpg,val,02040.jpg,0
train,04075.jpg,val,02041.jpg,0
train,04075.jpg,val,02042.jpg,0
train,04075.jpg,val,02044.jpg,0
train,04075.jpg,test,00826.jpg,0
train,04075.jpg,test,00827.jpg,0
train,04075.jpg,test,00828.jpg,0
train,04075.jpg,test,02048.jpg,0
train,04075.jpg,test,02049.jpg,0
train,04075.jpg,test,02050.jpg,0
train,04076.jpg,val,02034.jpg,0
train,04076.jpg,val,02035.jpg,0
train,04076.jpg,val,02036.jpg,0
train,04076.jpg,val,02037.jpg,0
train,04076.jpg,val,02038.jpg,0
train,04076.jpg,val,02039.jpg,0
train,04076.jpg,val,02040.jpg,0
train,04076.jpg,val,02041.jpg,0
train,04076.jpg,val,02042.jpg,0
train,04076.jpg,val,02044.jpg,0
train,04076.jpg,test,00826.jpg,0
train,04076.jpg,test,00827.jpg,0
train,04076.jpg,test,00828.jpg,0
train,04076.jpg,test,02048.jpg,0
train,04076.jpg,test,02049.jpg,0
train,04076.jpg,test,02050.jpg,0
train,04077.jpg,val,02034.jpg,0
train,04077.jpg,val,02035.jpg,0
train,04077.jpg,val,02036.jpg,0
train,04077.jpg,val,02037.jpg,0
train,04077.jpg,val,02038.jpg,0
train,04077.jpg,val,02039.jpg,0
train,04077.jpg,val,02040.jpg,0
train,04077.jpg,val,02041.jpg,0
train,04077.jpg,val,02042.jpg,0
train,04077.jpg,val,02044.jpg,0
train,04077.jpg,test,00826.jpg,0
train,04077.jpg,test,00827.jpg,0
train,04077.jpg,test,00828.jpg,0
train,04077.jpg,test,02048.jpg,0
train,04077.jpg,test,02049.jpg,0
train,04077.jpg,test,02050.jpg,0
train,04078.jpg,val,02034.jpg,0
train,04078.jpg,val,02035.jpg,0
train,04078.jpg,val,02036.jpg,0
train,04078.jpg,val,02037.jpg,0
train,04078.jpg,val,02038.jpg,0
train,04078.jpg,val,02039.jpg,0
train,04078.jpg,val,02040.jpg,0
train,04078.jpg,val,02041.jpg,0
train,04078.jpg,val,02042.jpg,0
train,04078.jpg,val,02044.jpg,0
train,04078.jpg,test,00826.jpg,0
train,04078.jpg,test,00827.jpg,0
train,04078.jpg,test,00828.jpg,0
train,04078.jpg,test,02048.jpg,0
train,04078.jpg,test,02049.jpg,0
train,04078.jpg,test,02050.jpg,0
train,04079.jpg,val,02034.jpg,0
train,04079.jpg,val,02035.jpg,0
train,04079.jpg,val,02036.jpg,0
train,04079.jpg,val,02037.jpg,0
train,04079.jpg,val,02038.jpg,0
train,04079.jpg,val,02039.jpg,0
train,04079.jpg,val,02040.jpg,0
train,04079.jpg,val,02041.jpg,0
train,04079.jpg,val,02042.jpg,0
train,04079.jpg,val,02044.jpg,0
train,04079.jpg,test,00826.jpg,0
train,04079.jpg,test,00827.jpg,0
train,04079.jpg,test,00828.jpg,0
train,04079.jpg,test,02048.jpg,0
train,04079.jpg,test,02049.jpg,0
train,04079.jpg,test,02050.jpg,0
train,04080.jpg,val,02034.jpg,0
train,04080.jpg,val,02035.jpg,0
train,04080.jpg,val,02036.jpg,0
train,04080.jpg,val,02037.jpg,0
train,04080.jpg,val,02038.jpg,0
train,04080.jpg,val,02039.jpg,0
train,04080.jpg,val,02040.jpg,0
train,04080.jpg,val,02041.jpg,0
train,04080.jpg,val,02042.jpg,0
train,04080.jpg,val,02044.jpg,0
train,04080.jpg,test,00826.jpg,0
train,04080.jpg,test,00827.jpg,0
train,04080.jpg,test,00828.jpg,0
train,04080.jpg,test,02048.jpg,0
train,04080.jpg,test,02049.jpg,0
train,04080.jpg,test,02050.jpg,0
train,04081.jpg,val,02034.jpg,0
train,04081.jpg,val,02035.jpg,0
train,04081.jpg,val,02036.jpg,0
train,04081.jpg,val,02037.jpg,0
train,04081.jpg,val,02038.jpg,0
train,04081.jpg,val,02039.jpg,0
train,04081.jpg,val,02040.jpg,0
train,04081.jpg,val,02041.jpg,0
train,04081.jpg,val,02042.jpg,0
train,04081.jpg,val,02044.jpg,0
train,04081.jpg,test,00826.jpg,0
train,04081.jpg,test,00827.jpg,0
train,04081.jpg,test,00828.jpg,0
train,04081.jpg,test,02048.jpg,0
train,04081.jpg,test,02049.jpg,0
train,04081.jpg,test,02050.jpg,0
train,04082.jpg,val,02034.jpg,0
train,04082.jpg,val,02035.jpg,0
train,04082.jpg,val,02036.jpg,0
train,04082.jpg,val,02037.jpg,0
train,04082.jpg,val,02038.jpg,0
train,04082.jpg,val,02039.jpg,0
train,04082.jpg,val,02040.jpg,0
train,04082.jpg,val,02041.jpg,0
train,04082.jpg,val,02042.jpg,0
train,04082.jpg,val,02044.jpg,0
train,04082.jpg,test,00826.jpg,0
train,04082.jpg,test,00827.jpg,0
train,04082.jpg,test,00828.jpg,0
train,04082.jpg,test,02048.jpg,0
train,04082.jpg,test,02049.jpg,0
train,04082.jpg,test,02050.jpg,0
train,04083.jpg,val,02034.jpg,0
train,04083.jpg,val,02035.jpg,0
train,04083.jpg,val,02036.jpg,0
train,04083.jpg,val,02037.jpg,0
train,04083.jpg,val,02038.jpg,0
train,04083.jpg,val,02039.jpg,0
train,04083.jpg,val,02040.jpg,0
train,04083.jpg,val,02041.jpg,0
train,04083.jpg,val,02042.jpg,0
train,04083.jpg,val,02044.jpg,0
train,04083.jpg,test,00826.jpg,0
train,04083.jpg,test,00827.jpg,0
train,04083.jpg,test,00828.jpg,0
train,04083.jpg,test,02048.jpg,0
train,04083.jpg,test,02049.jpg,0
train,04083.jpg,test,02050.jpg,0
train,04084.jpg,val,02043.jpg,0
train,04085.jpg,val,02043.jpg,0
train,04086.jpg,val,02034.jpg,0
train,04086.jpg,val,02035.jpg,0
train,04086.jpg,val,02036.jpg,0
train,04086.jpg,val,02037.jpg,0
train,04086.jpg,val,02038.jpg,0
train,04086.jpg,val,02039.jpg,0
train,04086.jpg,val,02040.jpg,0
train,04086.jpg,val,02041.jpg,0
train,04086.jpg,val,02042.jpg,0
train,04086.jpg,val,02044.jpg,0
train,04086.jpg,test,00826.jpg,0
train,04086.jpg,test,00827.jpg,0
train,04086.jpg,test,00828.jpg,0
train,04086.jpg,test,02048.jpg,0
train,04086.jpg,test,02049.jpg,0
train,04086.jpg,test,02050.jpg,0
train,04087.jpg,val,02045.jpg,0
train,04089.jpg,val,02034.jpg,0
train,04089.jpg,val,02035.jpg,0
train,04089.jpg,val,02036.jpg,0
train,04089.jpg,val,02037.jpg,0
train,04089.jpg,val,02038.jpg,0
train,04089.jpg,val,02039.jpg,0
train,04089.jpg,val,02040.jpg,0
train,04089.jpg,val,02041.jpg,0
train,04089.jpg,val,02042.jpg,0
train,04089.jpg,val,02044.jpg,0
train,04089.jpg,test,00826.jpg,0
train,04089.jpg,test,00827.jpg,0
train,04089.jpg,test,00828.jpg,0
train,04089.jpg,test,02048.jpg,0
train,04089.jpg,test,02049.jpg,0
train,04089.jpg,test,02050.jpg,0
train,04091.jpg,val,02046.jpg,0
train,04091.jpg,val,02051.jpg,0
train,04091.jpg,val,02053.jpg,0
train,04091.jpg,val,02055.jpg,0
train,04092.jpg,val,02047.jpg,0
train,04092.jpg,val,02050.jpg,0
train,04093.jpg,val,02046.jpg,0
train,04093.jpg,val,02051.jpg,0
train,04093.jpg,val,02053.jpg,0
train,04093.jpg,val,02055.jpg,0
train,04094.jpg,val,02047.jpg,0
train,04094.jpg,val,02050.jpg,0
train,04096.jpg,test,00829.jpg,0
train,04097.jpg,val,02046.jpg,0
train,04097.jpg,val,02051.jpg,0
train,04097.jpg,val,02053.jpg,0
train,04097.jpg,val,02055.jpg,0
train,04098.jpg,val,02047.jpg,0
train,04098.jpg,val,02050.jpg,0
train,04099.jpg,val,02047.jpg,0
train,04099.jpg,val,02050.jpg,0
train,04100.jpg,val,02047.jpg,0
train,04100.jpg,val,02050.jpg,0
train,04101.jpg,val,02047.jpg,0
train,04101.jpg,val,02050.jpg,0
train,04104.jpg,val,02047.jpg,0
train,04104.jpg,val,02050.jpg,0
train,04105.jpg,val,02046.jpg,0
train,04105.jpg,val,02051.jpg,0
train,04105.jpg,val,02053.jpg,0
train,04105.jpg,val,02055.jpg,0
train,04108.jpg,val,02046.jpg,0
train,04108.jpg,val,02051.jpg,0
train,04108.jpg,val,02053.jpg,0
train,04108.jpg,val,02055.jpg,0
train,04113.jpg,val,02057.jpg,0
train,04114.jpg,val,02058.jpg,0
train,04115.jpg,val,02058.jpg,0
train,04116.jpg,val,02059.jpg,0
train,04116.jpg,test,00831.jpg,0
train,04116.jpg,test,02052.jpg,0
train,04117.jpg,val,02059.jpg,0
train,04117.jpg,test,00831.jpg,0
train,04117.jpg,test,02052.jpg,0
train,04118.jpg,val,02059.jpg,0
train,04118.jpg,test,00831.jpg,0
train,04118.jpg,test,02052.jpg,0
train,04119.jpg,val,02060.jpg,0
train,04119.jpg,val,02068.jpg,0
train,04120.jpg,val,02060.jpg,0
train,04120.jpg,val,02068.jpg,0
train,04121.jpg,val,02061.jpg,0
train,04121.jpg,test,00832.jpg,0
train,04121.jpg,test,02054.jpg,0
train,04122.jpg,val,02062.jpg,0
train,04122.jpg,val,02063.jpg,0
train,04122.jpg,val,02064.jpg,0
train,04122.jpg,val,02069.jpg,0
train,04122.jpg,val,02070.jpg,0
train,04122.jpg,val,02071.jpg,0
train,04122.jpg,test,00833.jpg,0
train,04122.jpg,test,02053.jpg,0
train,04122.jpg,test,02055.jpg,0
train,04122.jpg,test,02056.jpg,0
train,04123.jpg,val,02062.jpg,0
train,04123.jpg,val,02063.jpg,0
train,04123.jpg,val,02064.jpg,0
train,04123.jpg,val,02069.jpg,0
train,04123.jpg,val,02070.jpg,0
train,04123.jpg,val,02071.jpg,0
train,04123.jpg,test,00833.jpg,0
train,04123.jpg,test,02053.jpg,0
train,04123.jpg,test,02055.jpg,0
train,04123.jpg,test,02056.jpg,0
train,04124.jpg,val,02062.jpg,0
train,04124.jpg,val,02063.jpg,0
train,04124.jpg,val,02064.jpg,0
train,04124.jpg,val,02069.jpg,0
train,04124.jpg,val,02070.jpg,0
train,04124.jpg,val,02071.jpg,0
train,04124.jpg,test,00833.jpg,0
train,04124.jpg,test,02053.jpg,0
train,04124.jpg,test,02055.jpg,0
train,04124.jpg,test,02056.jpg,0
train,04125.jpg,val,02062.jpg,0
train,04125.jpg,val,02063.jpg,0
train,04125.jpg,val,02064.jpg,0
train,04125.jpg,val,02069.jpg,0
train,04125.jpg,val,02070.jpg,0
train,04125.jpg,val,02071.jpg,0
train,04125.jpg,test,00833.jpg,0
train,04125.jpg,test,02053.jpg,0
train,04125.jpg,test,02055.jpg,0
train,04125.jpg,test,02056.jpg,0
train,04126.jpg,val,02062.jpg,0
train,04126.jpg,val,02063.jpg,0
train,04126.jpg,val,02064.jpg,0
train,04126.jpg,val,02069.jpg,0
train,04126.jpg,val,02070.jpg,0
train,04126.jpg,val,02071.jpg,0
train,04126.jpg,test,00833.jpg,0
train,04126.jpg,test,02053.jpg,0
train,04126.jpg,test,02055.jpg,0
train,04126.jpg,test,02056.jpg,0
train,04127.jpg,val,02067.jpg,0
train,04128.jpg,val,02065.jpg,0
train,04128.jpg,val,02066.jpg,0
train,04129.jpg,val,02067.jpg,0
train,04130.jpg,val,02065.jpg,0
train,04130.jpg,val,02066.jpg,0
train,04131.jpg,val,02065.jpg,0
train,04131.jpg,val,02066.jpg,0
train,04132.jpg,val,02065.jpg,0
train,04132.jpg,val,02066.jpg,0
train,04133.jpg,val,02067.jpg,0
train,04134.jpg,val,02060.jpg,0
train,04134.jpg,val,02068.jpg,0
train,04135.jpg,val,02060.jpg,0
train,04135.jpg,val,02068.jpg,0
train,04136.jpg,val,02062.jpg,0
train,04136.jpg,val,02063.jpg,0
train,04136.jpg,val,02064.jpg,0
train,04136.jpg,val,02069.jpg,0
train,04136.jpg,val,02070.jpg,0
train,04136.jpg,val,02071.jpg,0
train,04136.jpg,test,00833.jpg,0
train,04136.jpg,test,02053.jpg,0
train,04136.jpg,test,02055.jpg,0
train,04136.jpg,test,02056.jpg,0
train,04137.jpg,val,02062.jpg,0
train,04137.jpg,val,02063.jpg,0
train,04137.jpg,val,02064.jpg,0
train,04137.jpg,val,02069.jpg,0
train,04137.jpg,val,02070.jpg,0
train,04137.jpg,val,02071.jpg,0
train,04137.jpg,test,00833.jpg,0
train,04137.jpg,test,02053.jpg,0
train,04137.jpg,test,02055.jpg,0
train,04137.jpg,test,02056.jpg,0
train,04138.jpg,val,02062.jpg,0
train,04138.jpg,val,02063.jpg,0
train,04138.jpg,val,02064.jpg,0
train,04138.jpg,val,02069.jpg,0
train,04138.jpg,val,02070.jpg,0
train,04138.jpg,val,02071.jpg,0
train,04138.jpg,test,00833.jpg,0
train,04138.jpg,test,02053.jpg,0
train,04138.jpg,test,02055.jpg,0
train,04138.jpg,test,02056.jpg,0
train,04139.jpg,val,02060.jpg,0
train,04139.jpg,val,02068.jpg,0
train,04140.jpg,val,02060.jpg,0
train,04140.jpg,val,02068.jpg,0
train,04145.jpg,val,02073.jpg,0
train,04145.jpg,val,02075.jpg,0
train,04145.jpg,val,02076.jpg,0
train,04145.jpg,val,02077.jpg,0
train,04145.jpg,val,02078.jpg,0
train,04145.jpg,val,02082.jpg,0
train,04145.jpg,test,00834.jpg,0
train,04145.jpg,test,00836.jpg,0
train,04145.jpg,test,00837.jpg,0
train,04145.jpg,test,02057.jpg,0
train,04145.jpg,test,02059.jpg,0
train,04145.jpg,test,02060.jpg,0
train,04146.jpg,val,02073.jpg,0
train,04146.jpg,val,02075.jpg,0
train,04146.jpg,val,02076.jpg,0
train,04146.jpg,val,02077.jpg,0
train,04146.jpg,val,02078.jpg,0
train,04146.jpg,val,02082.jpg,0
train,04146.jpg,test,00834.jpg,0
train,04146.jpg,test,00836.jpg,0
train,04146.jpg,test,00837.jpg,0
train,04146.jpg,test,02057.jpg,0
train,04146.jpg,test,02059.jpg,0
train,04146.jpg,test,02060.jpg,0
train,04147.jpg,val,02073.jpg,0
train,04147.jpg,val,02075.jpg,0
train,04147.jpg,val,02076.jpg,0
train,04147.jpg,val,02077.jpg,0
train,04147.jpg,val,02078.jpg,0
train,04147.jpg,val,02082.jpg,0
train,04147.jpg,test,00834.jpg,0
train,04147.jpg,test,00836.jpg,0
train,04147.jpg,test,00837.jpg,0
train,04147.jpg,test,02057.jpg,0
train,04147.jpg,test,02059.jpg,0
train,04147.jpg,test,02060.jpg,0
train,04148.jpg,val,02074.jpg,0
train,04148.jpg,test,00835.jpg,0
train,04148.jpg,test,02058.jpg,0
train,04148.jpg,test,02061.jpg,0
train,04149.jpg,val,02073.jpg,0
train,04149.jpg,val,02075.jpg,0
train,04149.jpg,val,02076.jpg,0
train,04149.jpg,val,02077.jpg,0
train,04149.jpg,val,02078.jpg,0
train,04149.jpg,val,02082.jpg,0
train,04149.jpg,test,00834.jpg,0
train,04149.jpg,test,00836.jpg,0
train,04149.jpg,test,00837.jpg,0
train,04149.jpg,test,02057.jpg,0
train,04149.jpg,test,02059.jpg,0
train,04149.jpg,test,02060.jpg,0
train,04150.jpg,val,02073.jpg,0
train,04150.jpg,val,02075.jpg,0
train,04150.jpg,val,02076.jpg,0
train,04150.jpg,val,02077.jpg,0
train,04150.jpg,val,02078.jpg,0
train,04150.jpg,val,02082.jpg,0
train,04150.jpg,test,00834.jpg,0
train,04150.jpg,test,00836.jpg,0
train,04150.jpg,test,00837.jpg,0
train,04150.jpg,test,02057.jpg,0
train,04150.jpg,test,02059.jpg,0
train,04150.jpg,test,02060.jpg,0
train,04151.jpg,val,02074.jpg,0
train,04151.jpg,test,00835.jpg,0
train,04151.jpg,test,02058.jpg,0
train,04151.jpg,test,02061.jpg,0
train,04152.jpg,val,02073.jpg,0
train,04152.jpg,val,02075.jpg,0
train,04152.jpg,val,02076.jpg,0
train,04152.jpg,val,02077.jpg,0
train,04152.jpg,val,02078.jpg,0
train,04152.jpg,val,02082.jpg,0
train,04152.jpg,test,00834.jpg,0
train,04152.jpg,test,00836.jpg,0
train,04152.jpg,test,00837.jpg,0
train,04152.jpg,test,02057.jpg,0
train,04152.jpg,test,02059.jpg,0
train,04152.jpg,test,02060.jpg,0
train,04153.jpg,val,02074.jpg,0
train,04153.jpg,test,00835.jpg,0
train,04153.jpg,test,02058.jpg,0
train,04153.jpg,test,02061.jpg,0
train,04154.jpg,val,02073.jpg,0
train,04154.jpg,val,02075.jpg,0
train,04154.jpg,val,02076.jpg,0
train,04154.jpg,val,02077.jpg,0
train,04154.jpg,val,02078.jpg,0
train,04154.jpg,val,02082.jpg,0
train,04154.jpg,test,00834.jpg,0
train,04154.jpg,test,00836.jpg,0
train,04154.jpg,test,00837.jpg,0
train,04154.jpg,test,02057.jpg,0
train,04154.jpg,test,02059.jpg,0
train,04154.jpg,test,02060.jpg,0
train,04155.jpg,val,02073.jpg,0
train,04155.jpg,val,02075.jpg,0
train,04155.jpg,val,02076.jpg,0
train,04155.jpg,val,02077.jpg,0
train,04155.jpg,val,02078.jpg,0
train,04155.jpg,val,02082.jpg,0
train,04155.jpg,test,00834.jpg,0
train,04155.jpg,test,00836.jpg,0
train,04155.jpg,test,00837.jpg,0
train,04155.jpg,test,02057.jpg,0
train,04155.jpg,test,02059.jpg,0
train,04155.jpg,test,02060.jpg,0
train,04156.jpg,val,02073.jpg,0
train,04156.jpg,val,02075.jpg,0
train,04156.jpg,val,02076.jpg,0
train,04156.jpg,val,02077.jpg,0
train,04156.jpg,val,02078.jpg,0
train,04156.jpg,val,02082.jpg,0
train,04156.jpg,test,00834.jpg,0
train,04156.jpg,test,00836.jpg,0
train,04156.jpg,test,00837.jpg,0
train,04156.jpg,test,02057.jpg,0
train,04156.jpg,test,02059.jpg,0
train,04156.jpg,test,02060.jpg,0
train,04158.jpg,val,02079.jpg,0
train,04158.jpg,val,02080.jpg,0
train,04158.jpg,val,02081.jpg,0
train,04158.jpg,val,02083.jpg,0
train,04158.jpg,val,02084.jpg,0
train,04159.jpg,val,02073.jpg,0
train,04159.jpg,val,02075.jpg,0
train,04159.jpg,val,02076.jpg,0
train,04159.jpg,val,02077.jpg,0
train,04159.jpg,val,02078.jpg,0
train,04159.jpg,val,02082.jpg,0
train,04159.jpg,test,00834.jpg,0
train,04159.jpg,test,00836.jpg,0
train,04159.jpg,test,00837.jpg,0
train,04159.jpg,test,02057.jpg,0
train,04159.jpg,test,02059.jpg,0
train,04159.jpg,test,02060.jpg,0
train,04160.jpg,val,02073.jpg,0
train,04160.jpg,val,02075.jpg,0
train,04160.jpg,val,02076.jpg,0
train,04160.jpg,val,02077.jpg,0
train,04160.jpg,val,02078.jpg,0
train,04160.jpg,val,02082.jpg,0
train,04160.jpg,test,00834.jpg,0
train,04160.jpg,test,00836.jpg,0
train,04160.jpg,test,00837.jpg,0
train,04160.jpg,test,02057.jpg,0
train,04160.jpg,test,02059.jpg,0
train,04160.jpg,test,02060.jpg,0
train,04161.jpg,val,02073.jpg,0
train,04161.jpg,val,02075.jpg,0
train,04161.jpg,val,02076.jpg,0
train,04161.jpg,val,02077.jpg,0
train,04161.jpg,val,02078.jpg,0
train,04161.jpg,val,02082.jpg,0
train,04161.jpg,test,00834.jpg,0
train,04161.jpg,test,00836.jpg,0
train,04161.jpg,test,00837.jpg,0
train,04161.jpg,test,02057.jpg,0
train,04161.jpg,test,02059.jpg,0
train,04161.jpg,test,02060.jpg,0
train,04162.jpg,val,02073.jpg,0
train,04162.jpg,val,02075.jpg,0
train,04162.jpg,val,02076.jpg,0
train,04162.jpg,val,02077.jpg,0
train,04162.jpg,val,02078.jpg,0
train,04162.jpg,val,02082.jpg,0
train,04162.jpg,test,00834.jpg,0
train,04162.jpg,test,00836.jpg,0
train,04162.jpg,test,00837.jpg,0
train,04162.jpg,test,02057.jpg,0
train,04162.jpg,test,02059.jpg,0
train,04162.jpg,test,02060.jpg,0
train,04163.jpg,val,02073.jpg,0
train,04163.jpg,val,02075.jpg,0
train,04163.jpg,val,02076.jpg,0
train,04163.jpg,val,02077.jpg,0
train,04163.jpg,val,02078.jpg,0
train,04163.jpg,val,02082.jpg,0
train,04163.jpg,test,00834.jpg,0
train,04163.jpg,test,00836.jpg,0
train,04163.jpg,test,00837.jpg,0
train,04163.jpg,test,02057.jpg,0
train,04163.jpg,test,02059.jpg,0
train,04163.jpg,test,02060.jpg,0
train,04164.jpg,val,02073.jpg,0
train,04164.jpg,val,02075.jpg,0
train,04164.jpg,val,02076.jpg,0
train,04164.jpg,val,02077.jpg,0
train,04164.jpg,val,02078.jpg,0
train,04164.jpg,val,02082.jpg,0
train,04164.jpg,test,00834.jpg,0
train,04164.jpg,test,00836.jpg,0
train,04164.jpg,test,00837.jpg,0
train,04164.jpg,test,02057.jpg,0
train,04164.jpg,test,02059.jpg,0
train,04164.jpg,test,02060.jpg,0
train,04165.jpg,val,02079.jpg,0
train,04165.jpg,val,02080.jpg,0
train,04165.jpg,val,02081.jpg,0
train,04165.jpg,val,02083.jpg,0
train,04165.jpg,val,02084.jpg,0
train,04166.jpg,val,02079.jpg,0
train,04166.jpg,val,02080.jpg,0
train,04166.jpg,val,02081.jpg,0
train,04166.jpg,val,02083.jpg,0
train,04166.jpg,val,02084.jpg,0
train,04170.jpg,val,02096.jpg,0
train,04170.jpg,val,02097.jpg,0
train,04171.jpg,val,02086.jpg,0
train,04171.jpg,val,02087.jpg,0
train,04171.jpg,val,02088.jpg,0
train,04171.jpg,test,00838.jpg,0
train,04175.jpg,val,02086.jpg,0
train,04175.jpg,val,02087.jpg,0
train,04175.jpg,val,02088.jpg,0
train,04175.jpg,test,00838.jpg,0
train,04176.jpg,val,02086.jpg,0
train,04176.jpg,val,02087.jpg,0
train,04176.jpg,val,02088.jpg,0
train,04176.jpg,test,00838.jpg,0
train,04177.jpg,val,02086.jpg,0
train,04177.jpg,val,02087.jpg,0
train,04177.jpg,val,02088.jpg,0
train,04177.jpg,test,00838.jpg,0
train,04181.jpg,val,02092.jpg,0
train,04182.jpg,val,02092.jpg,0
train,04184.jpg,val,02094.jpg,0
train,04185.jpg,val,02096.jpg,0
train,04185.jpg,val,02097.jpg,0
train,04187.jpg,val,02094.jpg,0
train,04188.jpg,val,02094.jpg,0
train,04191.jpg,val,02096.jpg,0
train,04191.jpg,val,02097.jpg,0
train,04192.jpg,val,02090.jpg,0
train,04193.jpg,val,02090.jpg,0
train,04194.jpg,val,02089.jpg,0
train,04197.jpg,val,02100.jpg,0
train,04197.jpg,val,02102.jpg,0
train,04197.jpg,val,02104.jpg,0
train,04197.jpg,val,02105.jpg,0
train,04197.jpg,val,02106.jpg,0
train,04197.jpg,val,02107.jpg,0
train,04197.jpg,val,02108.jpg,0
train,04197.jpg,val,02110.jpg,0
train,04197.jpg,val,02111.jpg,0
train,04197.jpg,val,02112.jpg,0
train,04197.jpg,val,02113.jpg,0
train,04197.jpg,val,02114.jpg,0
train,04197.jpg,val,02115.jpg,0
train,04197.jpg,test,00840.jpg,0
train,04197.jpg,test,00841.jpg,0
train,04197.jpg,test,00842.jpg,0
train,04197.jpg,test,02063.jpg,0
train,04197.jpg,test,02064.jpg,0
train,04197.jpg,test,02065.jpg,0
train,04197.jpg,test,02066.jpg,0
train,04197.jpg,test,02067.jpg,0
train,04198.jpg,val,02100.jpg,0
train,04198.jpg,val,02102.jpg,0
train,04198.jpg,val,02104.jpg,0
train,04198.jpg,val,02105.jpg,0
train,04198.jpg,val,02106.jpg,0
train,04198.jpg,val,02107.jpg,0
train,04198.jpg,val,02108.jpg,0
train,04198.jpg,val,02110.jpg,0
train,04198.jpg,val,02111.jpg,0
train,04198.jpg,val,02112.jpg,0
train,04198.jpg,val,02113.jpg,0
train,04198.jpg,val,02114.jpg,0
train,04198.jpg,val,02115.jpg,0
train,04198.jpg,test,00840.jpg,0
train,04198.jpg,test,00841.jpg,0
train,04198.jpg,test,00842.jpg,0
train,04198.jpg,test,02063.jpg,0
train,04198.jpg,test,02064.jpg,0
train,04198.jpg,test,02065.jpg,0
train,04198.jpg,test,02066.jpg,0
train,04198.jpg,test,02067.jpg,0
train,04199.jpg,val,02100.jpg,0
train,04199.jpg,val,02102.jpg,0
train,04199.jpg,val,02104.jpg,0
train,04199.jpg,val,02105.jpg,0
train,04199.jpg,val,02106.jpg,0
train,04199.jpg,val,02107.jpg,0
train,04199.jpg,val,02108.jpg,0
train,04199.jpg,val,02110.jpg,0
train,04199.jpg,val,02111.jpg,0
