image,GT_index,Prediction_index,IoU,confidence,size,GT_box,Prediction_box
00452.jpg,0,0,0.6423240905010018,,Small,"[944.0006400000001, 603.99972, 987.0009600000001, 628.99956]","[943.641984, 611.4807719999999, 991.0920959999999, 629.417628]"
00453.jpg,0,0,0.95571191146757,,Small,"[822.00096, 815.0003999999999, 891.0, 844.0005600000001]","[821.453376, 814.4468459999999, 889.992384, 844.122114]"
00454.jpg,0,0,0.9469093994900823,,Small,"[717.0, 760.00032, 792.99936, 792.00072]","[716.9613119999999, 759.024756, 792.5350080000001, 791.4275640000001]"
00455.jpg,0,0,0.9016971343127735,,Small,"[1387.00032, 556.0002000000001, 1440.0, 583.0002]","[1383.8536319999998, 556.25049, 1440.884928, 582.3891899999999]"
00456.jpg,0,0,0.8403889348429209,,Small,"[1854.0, 447.00066000000004, 1921.00032, 482.00021999999996]","[1851.6802559999999, 449.079768, 1919.003904, 480.33367200000004]"
00457.jpg,0,0,0.964150346225225,,Medium,"[603.00096, 306.00072, 690.0, 354.00024]","[601.928736, 305.449056, 688.937184, 354.03350399999994]"
00458.jpg,0,0,0.9690158241602492,,Medium,"[611.9990399999999, 498.99942000000004, 708.99936, 545.99994]","[612.23472, 499.77972, 708.27984, 545.7769199999999]"
00459.jpg,0,0,0.820506049316769,,Tiny,"[962.00064, 672.0002999999999, 993.00096, 683.0001]","[961.0789439999999, 671.8309559999999, 991.710816, 684.370404]"
00460.jpg,0,0,0.8505375765751039,,Tiny,"[1098.9993599999998, 785.9997, 1128.9993599999998, 797.99958]","[1098.006048, 786.2569560000001, 1127.135712, 798.5760839999999]"
00461.jpg,0,0,0.8187180417741158,,Tiny,"[1147.0003199999999, 699.0002999999999, 1183.0003199999999, 713.0003399999999]","[1146.067104, 698.12793, 1181.821536, 711.8660699999999]"
00462.jpg,0,0,0.8148198723272744,,Tiny,"[961.9996799999999, 726.0002999999999, 1003.99968, 742.0005]","[961.0490880000001, 726.17742, 1000.288512, 740.7736199999999]"
00463.jpg,0,0,0.8625482125603215,,Tiny,"[897.0, 667.9999799999999, 924.99936, 683.0001]","[896.1162239999999, 668.2405499999999, 923.717376, 682.19793]"
00464.jpg,0,0,0.7727257609504383,,Tiny,"[805.00032, 732.9997799999999, 836.00064, 743.99958]","[804.461088, 731.778192, 833.7059519999999, 743.2901280000001]"
00465.jpg,0,0,0.8124298769030311,,Tiny,"[752.00064, 725.00022, 788.0006400000001, 739.00026]","[751.510944, 724.5962460000001, 783.928416, 738.324234]"
00466.jpg,0,0,0.7117135800038092,,Tiny,"[728.99904, 580.9995, 752.9990399999999, 594.99954]","[724.3098239999999, 580.7781540000001, 752.577216, 596.976966]"
00467.jpg,0,0,0.8821717992976479,,Tiny,"[657.0000000000001, 604.00026, 689.0006400000001, 622.00062]","[655.270848, 603.779076, 687.5963519999999, 621.6969240000001]"
00468.jpg,0,0,0.9326915607282238,,Small,"[656.00064, 413.99964000000006, 709.0003199999999, 443.99988]","[655.03584, 414.197334, 707.22336, 444.34434600000003]"
00469.jpg,0,0,0.757566090672543,,Tiny,"[834.0, 728.99946, 865.00032, 742.9995]","[834.336288, 727.437726, 860.708832, 742.649634]"
00470.jpg,0,0,0.8223298631421654,,Tiny,"[1258.99968, 484.00038, 1277.9999999999998, 496.00025999999997]","[1258.381152, 484.209738, 1279.255968, 497.0696219999999]"
00471.jpg,0,0,0.8702332349988223,,Tiny,"[1405.99968, 594.9995399999999, 1430.9999999999998, 610.99974]","[1404.84816, 595.527012, 1430.6040000000003, 610.275708]"
00472.jpg,0,0,0.6136261919641081,,Tiny,"[1090.99968, 591.9998400000001, 1105.00032, 598.00032]","[1089.2575008, 590.2661916, 1104.7687392, 598.8570084]"
00473.jpg,0,0,0.8505244055668519,,Tiny,"[1135.9996800000001, 553.0004999999999, 1156.00032, 564.0003]","[1133.984928, 553.2481979999999, 1156.3945919999999, 564.309882]"
00474.jpg,0,0,0.6822895255722083,,Tiny,"[1033.0003199999999, 594.9995399999999, 1054.99968, 608.99958]","[1028.051712, 593.8169939999999, 1055.908608, 607.920606]"
00475.jpg,0,0,0.8369067935183072,,Small,"[1706.99904, 240.0003, 1749.99936, 273.99978000000004]","[1707.568512, 241.72992, 1752.233088, 276.28344]"
00476.jpg,0,0,0.7432088443435326,,Tiny,"[1172.00064, 547.00002, 1196.00064, 561.00006]","[1170.859488, 546.0775920000001, 1199.864352, 560.293848]"
00477.jpg,0,0,0.9042494265164013,,Tiny,"[1264.9996800000001, 579.99942, 1291.00032, 595.99962]","[1264.218816, 579.7403280000001, 1291.961664, 595.666872]"
00478.jpg,0,0,0.65831520863696,,Tiny,"[501.0, 336.00041999999996, 521.00064, 345.00006]","[497.63145599999996, 336.15750599999996, 521.462304, 347.298894]"
00479.jpg,0,0,0.7769385135956919,,Tiny,"[402.0, 239.00022, 421.00032000000004, 253.00026]","[399.26870399999996, 238.243572, 422.360736, 252.92098800000002]"
00480.jpg,0,0,0.8042162258771589,,Tiny,"[1287.0000000000002, 361.00025999999997, 1333.99968, 379.00061999999997]","[1283.5248960000001, 359.49987000000004, 1333.2354240000002, 380.04093]"
00481.jpg,0,0,0.7052623649278482,,Tiny,"[440.99904, 264.00006, 464.99904000000004, 282.00042]","[437.6712, 263.054682, 465.63888, 284.95675800000004]"
00482.jpg,0,0,0.6038276087258344,,Tiny,"[360.0, 269.99946, 391.00032, 287.99981999999994]","[351.988512, 266.085702, 392.345568, 288.984618]"
00483.jpg,0,0,0.8563037881427717,,Small,"[673.99968, 503.99982000000006, 730.99872, 523.00026]","[673.535232, 502.849782, 730.483968, 524.685978]"
00484.jpg,0,0,0.8299776022772388,,Tiny,"[1348.99968, 360.99971999999997, 1394.99904, 381.99924]","[1348.157856, 363.369456, 1393.713504, 381.58430400000003]"
00485.jpg,0,0,0.8678801910005396,,Tiny,"[458.00064000000003, 383.99994000000004, 504.0, 404.00046]","[456.74255999999997, 383.592078, 507.33167999999995, 403.429842]"
00486.jpg,0,0,0.7623256300008849,,Tiny,"[1562.0006400000002, 286.99974000000003, 1610.00064, 307.00026]","[1560.2962559999999, 286.617258, 1611.989184, 310.97914199999997]"
00487.jpg,0,0,0.8082721933467231,,Tiny,"[1309.9996800000001, 709.0000200000001, 1335.0, 718.99974]","[1308.7166399999999, 708.0645186, 1333.42608, 718.8595614]"
00488.jpg,0,0,0.5667741136541999,,Tiny,"[795.0, 620.0004600000001, 808.00032, 626.99994]","[791.8383936, 618.5815667999999, 808.2780864, 628.3475532]"
00489.jpg,0,0,0.8158865558711137,,Tiny,"[843.99936, 571.99986, 855.9993599999999, 578.99934]","[844.3522367999999, 570.9512718, 855.9191232, 579.2681682000001]"
00490.jpg,0,0,0.7027135894367939,,Tiny,"[1302.0, 676.9996199999999, 1328.0006399999997, 687.99942]","[1302.740544, 676.1258675999999, 1327.916736, 685.5964524]"
00491.jpg,0,0,0.7880313485845312,,Tiny,"[1194.00096, 582.9996600000001, 1217.00064, 591.9993000000001]","[1194.6679584, 582.8027867999999, 1213.3422816, 591.8894531999999]"
00492.jpg,0,0,0.6284718684288111,,Tiny,"[823.9996799999999, 529.99974, 851.00064, 545.9999399999999]","[816.8110079999999, 530.523756, 847.813632, 544.594644]"
00493.jpg,0,0,0.8243352406101311,,Tiny,"[928.9987199999999, 531.9999, 955.9996800000001, 547.0000200000001]","[925.7227200000001, 532.180206, 955.1016, 547.534674]"
00495.jpg,0,0,0.790453110340977,,Tiny,"[1115.00064, 488.9997, 1150.00032, 502.9997399999999]","[1115.946432, 488.119068, 1146.8426880000002, 503.971092]"
00496.jpg,0,0,0.8458659956759186,,Tiny,"[1041.0, 475.99974, 1071.0, 490.99986]","[1040.678112, 477.292122, 1071.460128, 491.826438]"
00497.jpg,0,0,0.7167651862851345,,Tiny,"[1347.00096, 409.99986, 1369.00032, 423.99989999999997]","[1345.2095040000002, 408.05888400000003, 1370.6612160000002, 423.119916]"
00498.jpg,0,0,0.7322312065339167,,Tiny,"[1240.99968, 490.99985999999996, 1276.9996800000001, 507.00005999999996]","[1241.970048, 492.539292, 1271.559552, 506.79334800000004]"
00499.jpg,0,0,0.966284969685764,,Small,"[840.00096, 582.00012, 904.00032, 609.0001199999999]","[839.45616, 581.7927060000001, 903.49296, 609.283134]"
00500.jpg,0,0,0.9581481962835965,,Medium,"[1226.00064, 171.99972000000002, 1320.0, 219.99924]","[1225.338432, 172.308006, 1318.3044479999999, 220.54631400000002]"
00501.jpg,0,0,0.9280989497684662,,Small,"[1338.0, 444.99996, 1402.9996800000001, 474.00012]","[1336.319424, 444.848544, 1403.6434560000002, 472.98945599999996]"
00502.jpg,0,0,0.9083098396876595,,Small,"[566.99904, 451.00044, 628.99968, 476.00028]","[564.064512, 451.33011, 627.287808, 476.23868999999996]"
00503.jpg,0,0,0.6759292277711672,,Tiny,"[1190.00064, 256.0005, 1212.0, 268.00038]","[1187.5207679999999, 254.86687799999999, 1214.8293119999998, 269.168562]"
00504.jpg,0,0,0.8562159706459949,,Tiny,"[558.99936, 299.99969999999996, 588.99936, 314.99982]","[557.248032, 298.903122, 588.5234879999999, 315.21295799999996]"
00505.jpg,0,0,0.8146598412141234,,Tiny,"[818.00064, 403.00038000000006, 847.00032, 417.00042]","[816.772992, 401.747472, 847.5214080000001, 417.955248]"
00506.jpg,0,0,0.8518335328492347,,Tiny,"[1030.99968, 511.99938, 1059.99936, 528.99966]","[1029.72864, 511.259904, 1061.3472, 529.564176]"
00507.jpg,0,0,0.8852419115952909,,Small,"[1085.9990400000002, 435.00024, 1134.99936, 457.99992000000003]","[1085.26368, 434.471472, 1135.58496, 459.770688]"
00508.jpg,0,0,0.8576691604756925,,Small,"[1285.00128, 571.00032, 1337.00064, 592.99992]","[1283.7144959999998, 568.891296, 1335.945024, 592.581744]"
00509.jpg,0,0,0.9279719677577292,,Small,"[660.0, 842.9994, 720.0, 873.99972]","[660.5566079999999, 842.055264, 719.5893120000001, 873.114336]"
00510.jpg,0,0,0.5746881212089441,,Tiny,"[1033.00032, 686.00034, 1047.99936, 693.9999]","[1029.280032, 683.7489666, 1049.1929280000002, 694.2338334000001]"
00511.jpg,0,0,0.9203740479865284,,Tiny,"[337.00032000000004, 632.99934, 366.00000000000006, 651.99978]","[336.92649600000004, 634.015296, 366.377184, 652.256064]"
00512.jpg,0,0,0.859689689744791,,Tiny,"[1088.99904, 669.0006000000001, 1126.9996800000001, 693.00036]","[1090.116192, 670.350276, 1127.7449279999998, 691.9833239999999]"
00513.jpg,0,0,0.7947631951463673,,Small,"[1354.00032, 881.0002800000001, 1405.99968, 902.9998800000001]","[1351.836096, 879.1681679999999, 1401.463104, 902.455992]"
00514.jpg,0,0,0.9446417109997729,,Tiny,"[1201.00032, 549.00018, 1249.0003199999999, 569.0006999999999]","[1201.970496, 548.5104, 1249.040064, 569.25288]"
00515.jpg,0,0,0.914160391685694,,Small,"[193.00032, 426.00059999999996, 243.99936, 448.0002]","[191.70748799999998, 426.284532, 241.81315199999997, 447.817788]"
00516.jpg,0,0,0.8191879411105598,,Tiny,"[861.99936, 488.9997, 904.99968, 507.00005999999996]","[859.4295360000001, 488.17960199999993, 906.325344, 508.327758]"
00517.jpg,0,0,0.8679458123799779,,Small,"[681.0, 536.00076, 732.9993599999999, 557.00028]","[681.500736, 536.7982860000001, 730.044864, 557.7817140000001]"
00518.jpg,0,0,0.8242499636805632,,Tiny,"[1012.9996799999999, 703.99962, 1041.99936, 718.9997400000001]","[1010.091456, 703.704456, 1040.4877439999998, 718.5842640000001]"
00519.jpg,0,0,0.8383446296096886,,Tiny,"[835.99968, 473.99958000000004, 865.99968, 489.99978000000004]","[834.0456, 474.54249599999997, 864.2903999999999, 490.37702400000006]"
00520.jpg,0,0,0.5462310529636105,,Tiny,"[674.0006400000001, 262.00043999999997, 705.0009600000001, 286.00019999999995]","[665.23776, 260.770644, 713.4412799999999, 289.027116]"
00521.jpg,0,0,0.8607131135668218,,Tiny,"[1062.99936, 544.00032, 1097.9990400000002, 565.9999200000001]","[1059.889056, 544.547502, 1097.319264, 565.491618]"
00522.jpg,0,0,0.8583565564218055,,Tiny,"[1515.00096, 909.0003600000001, 1561.00032, 930.9999600000001]","[1514.811264, 910.264014, 1558.409856, 930.349746]"
00523.jpg,0,0,0.8767840197495054,,Small,"[1102.0003199999999, 705.99978, 1175.00064, 741.9994200000001]","[1098.3853440000003, 707.02362, 1175.720256, 743.7123]"
00524.jpg,0,0,0.8903355090118464,,Small,"[1577.00064, 642.0000600000001, 1650.00096, 679.9998600000001]","[1575.4942079999998, 642.1881419999999, 1654.1531519999999, 678.528738]"
00525.jpg,0,0,0.8602189948152007,,Tiny,"[730.00032, 697.0001400000001, 769.99968, 716.00058]","[726.641376, 695.950326, 769.476384, 716.074074]"
00526.jpg,0,0,0.7430637947517063,,Tiny,"[539.9990399999999, 644.99976, 576.99936, 666.99936]","[533.5181759999999, 642.211254, 576.940704, 666.627786]"
00527.jpg,0,0,0.9080243316858884,,Tiny,"[561.00096, 674.00046, 590.00064, 689.00058]","[559.8291839999999, 674.192322, 590.112576, 688.383198]"
00528.jpg,0,0,0.8530364112208717,,Tiny,"[669.99936, 633.99996, 712.9996799999999, 655.9995600000001]","[666.720384, 632.239506, 713.279616, 656.057934]"
00529.jpg,0,0,0.9089414519516993,,Small,"[1480.00032, 513.00054, 1536.00096, 548.0001]","[1478.817888, 514.515618, 1534.453152, 547.891182]"
00530.jpg,0,0,0.8753290399775947,,Small,"[1332.0, 600.99948, 1377.00096, 628.9995599999999]","[1330.1042879999998, 602.329176, 1379.2614720000001, 629.004744]"
00531.jpg,0,0,0.8713648188736018,,Tiny,"[1089.9993600000003, 640.99998, 1140.0, 661.0005]","[1088.484288, 639.696312, 1138.838592, 660.541608]"
00532.jpg,0,0,0.9049597312922419,,Tiny,"[972.0, 620.99946, 1017.0009600000001, 640.9999799999999]","[973.3320960000001, 620.1622980000001, 1016.294784, 641.3144219999999]"
00533.jpg,0,0,0.8029522362349876,,Tiny,"[1168.9987199999998, 14.00004, 1207.99968, 39.99996]","[1167.138528, 13.397129999999999, 1202.648352, 40.163094]"
00534.jpg,0,0,0.7136188992326121,,Small,"[1144.00032, 491.00039999999996, 1183.0012800000002, 518.0004]","[1137.229344, 489.495582, 1186.984416, 519.153138]"
00535.jpg,0,0,0.9256478572631635,,Medium,"[1122.99936, 627.9994800000001, 1255.9996800000001, 682.9995600000001]","[1120.4048639999999, 628.80489, 1253.690496, 681.5850300000001]"
00536.jpg,0,0,0.9333679275319141,,Tiny,"[979.9987199999999, 280.9998, 1024.9996800000001, 301.99932]","[980.365728, 281.138418, 1026.391392, 302.51086200000003]"
00537.jpg,0,0,0.8102190310676227,,Tiny,"[1208.0006399999997, 353.9997, 1249.00032, 368.99982000000006]","[1205.4067200000002, 352.766934, 1249.10976, 370.135386]"
00538.jpg,0,0,0.9444873576923545,,Small,"[1548.0, 274.00032000000004, 1605.99936, 305.00064]","[1548.95424, 274.28679, 1604.60736, 304.80057000000005]"
00539.jpg,0,0,0.93716253687853,,Tiny,"[1250.9999999999998, 216.0, 1293.0, 238.99967999999998]","[1250.92416, 216.07371, 1292.5152, 237.91725000000002]"
00540.jpg,0,0,0.8230706052924335,,Tiny,"[1171.00032, 537.9998400000001, 1216.99968, 558.99936]","[1171.51584, 537.4031940000001, 1218.39264, 556.451046]"
00541.jpg,0,0,0.8179454663751534,,Small,"[1255.0003199999999, 577.00026, 1312.99968, 597.00078]","[1258.430688, 575.999856, 1311.408672, 598.5563040000001]"
00542.jpg,0,0,0.7570474109215692,,Tiny,"[1449.0, 607.9995, 1505.99904, 625.99986]","[1445.69856, 606.3227999999999, 1504.2355200000002, 628.2165600000001]"
00543.jpg,0,0,0.8004110508367811,,Tiny,"[1326.00096, 563.00022, 1378.0003199999999, 581.00058]","[1324.708992, 563.9254559999999, 1374.331008, 582.470784]"
00544.jpg,0,0,0.871082215528515,,Medium,"[321.0, 455.99976, 449.00064000000003, 513.0]","[318.81081600000005, 455.86908, 443.509824, 508.81499999999994]"
00545.jpg,0,0,0.7923887451597773,,Medium,"[359.00064, 355.99986, 478.00032, 424.99998]","[354.477504, 360.168552, 482.18553599999996, 418.20904800000005]"
00546.jpg,0,0,0.7343086266311457,,Small,"[747.99936, 500.00004, 798.0, 524.99988]","[742.734336, 497.614428, 803.610624, 525.577572]"
00547.jpg,0,0,0.711259464591321,,Small,"[1543.99968, 537.9998400000001, 1590.9993599999998, 562.99968]","[1545.7296, 539.8543080000001, 1588.2940800000001, 559.4884920000001]"
00548.jpg,0,0,0.8920374879530963,,Tiny,"[1595.99904, 478.00044, 1627.99968, 498.99996000000004]","[1595.1964799999998, 478.710108, 1629.3091200000001, 498.61429200000003]"
00549.jpg,0,0,0.6663357206470185,,Tiny,"[1494.00096, 428.00022, 1529.0006400000002, 446.00057999999996]","[1488.632544, 427.76937000000004, 1535.286816, 448.03503]"
00550.jpg,0,0,0.6388184811558134,,Tiny,"[1007.00064, 704.9997, 1032.0009599999998, 717.9996600000001]","[999.9516480000001, 703.528038, 1029.845472, 717.8513220000001]"
00551.jpg,0,0,0.851297554085548,,Tiny,"[660.00096, 653.99994, 695.00064, 669.0000600000001]","[660.227808, 653.114286, 692.550432, 668.5810740000001]"
00552.jpg,0,0,0.8855521109582005,,Tiny,"[609.0, 482.00076, 648.99936, 503.00028000000003]","[608.3539200000001, 480.567924, 648.44736, 503.61015599999996]"
00553.jpg,0,0,0.8418659845490977,,Tiny,"[649.00032, 577.00026, 682.9996799999999, 593.00046]","[648.786432, 577.88046, 682.034688, 594.3860999999999]"
00554.jpg,0,0,0.8184347563235781,,Tiny,"[666.0, 645.0003, 699.00096, 660.0004200000001]","[665.589792, 645.19119, 699.1001279999999, 662.8227300000001]"
00555.jpg,0,0,0.9092162209296092,,Medium,"[596.00064, 589.00014, 709.0003199999999, 650.9997]","[596.068704, 588.5435160000001, 708.632736, 646.0044839999999]"
00556.jpg,0,0,0.797324823424135,,Tiny,"[972.0009599999998, 642.0000600000001, 1007.00064, 660.0004200000001]","[970.295808, 640.795644, 1009.7886719999999, 660.8030759999999]"
00557.jpg,0,0,0.8813974371988842,,Small,"[976.00032, 255.00042000000002, 1018.0003200000001, 288.9999]","[976.9799999999999, 256.363866, 1016.0184, 289.448694]"
00558.jpg,0,0,0.7217498024022037,,Small,"[1317.00096, 800.00028, 1368.0, 821.99988]","[1315.533504, 803.190006, 1364.7634560000001, 823.933674]"
00559.jpg,0,0,0.8720805596600943,,Tiny,"[1123.0003199999999, 545.0004, 1166.0006400000002, 567.0]","[1122.0535679999998, 544.2751260000001, 1165.515072, 565.448634]"
00560.jpg,0,0,0.855969009612065,,Tiny,"[1104.99936, 562.00068, 1137.0, 583.0002000000001]","[1104.618048, 562.76721, 1140.4149120000002, 582.77367]"
00561.jpg,0,0,0.8556855265165852,,Tiny,"[805.00032, 369.00036, 841.0003200000001, 389.99988]","[805.364352, 370.603836, 841.922688, 389.167524]"
00562.jpg,0,0,0.917674687454765,,Small,"[691.99968, 265.00014000000004, 736.00032, 307.00026]","[692.4321600000001, 265.311018, 738.4824, 307.60306199999997]"
00563.jpg,0,0,0.8437489879980961,,Tiny,"[905.9990399999999, 302.99994000000004, 945.0, 321.0003]","[901.670784, 301.96719, 945.1388159999999, 321.10857000000004]"
00564.jpg,0,0,0.9263080179558648,,Small,"[967.9996799999999, 444.99996, 1012.0003200000001, 473.00004]","[966.882816, 443.69807399999996, 1011.8039040000001, 472.94976599999995]"
00565.jpg,0,0,0.8896257180021004,,Tiny,"[719.9990399999999, 354.00023999999996, 751.9996799999999, 380.00016]","[718.344768, 354.896424, 751.9912320000001, 380.868696]"
00566.jpg,0,0,0.7624261039034058,,Tiny,"[640.00032, 484.99992000000003, 677.0006400000001, 507.9996]","[637.168416, 487.38915, 675.646944, 509.40980999999994]"
00567.jpg,0,0,0.8616069410453441,,Tiny,"[73.00032, 415.9998, 109.00032, 440.99963999999994]","[71.78880000000001, 416.762712, 106.3296, 441.23680800000005]"
00568.jpg,0,0,0.8468713815627212,,Tiny,"[1273.99968, 448.00020000000006, 1313.99904, 471.99996]","[1272.872928, 447.58278, 1316.2240319999999, 470.28978]"
00569.jpg,0,0,0.9314254887108846,,Small,"[775.00032, 292.00014, 849.9993600000001, 337.00050000000005]","[773.077056, 292.473288, 848.1517439999999, 336.52519199999995]"
00570.jpg,0,0,0.8719285144492855,,Medium,"[1045.00032, 204.00065999999998, 1155.0009599999998, 267.00030000000004]","[1040.101824, 208.20493800000003, 1154.0856959999999, 268.208982]"
00571.jpg,0,0,0.9187544800728711,,Medium,"[1336.00032, 277.00002, 1438.00032, 324.00054]","[1331.77776, 276.360066, 1437.05808, 325.044414]"
00572.jpg,0,0,0.7995948734999893,,Small,"[983.0006399999999, 534.9996, 1047.0, 564.9998400000001]","[980.2724159999999, 533.564982, 1049.271264, 561.904938]"
00573.jpg,0,0,0.7779431641394069,,Tiny,"[1216.9987199999998, 353.00016000000005, 1255.99968, 376.99992]","[1218.263136, 350.544726, 1257.288864, 374.852394]"
00574.jpg,0,0,0.8655160034150395,,Tiny,"[1389.00096, 189.99954, 1423.00032, 206.99982]","[1390.4919360000001, 190.582794, 1422.7573439999999, 208.053846]"
00575.jpg,0,0,0.7368780191658347,,Small,"[1219.00032, 348.0003, 1276.9996800000001, 386.0001]","[1217.51904, 347.64498000000003, 1292.38176, 387.59742]"
00576.jpg,0,0,0.9035679650283328,,Small,"[740.9990399999999, 356.00039999999996, 790.99968, 376.99992]","[740.3144639999999, 355.238784, 791.023776, 378.154656]"
00577.jpg,0,0,0.8727262675911237,,Small,"[1231.9996800000001, 340.00019999999995, 1288.0003199999999, 366.00012]","[1228.3349759999999, 339.09057, 1286.4541439999998, 365.69151000000005]"
00578.jpg,0,0,0.8908859924689523,,Small,"[230.99903999999998, 55.00062, 273.99936, 91.00026]","[229.144416, 53.94249, 273.365664, 92.140686]"
00579.jpg,0,0,0.9011457379115003,,Small,"[1056.00096, 571.99986, 1110.0009599999998, 606.9994200000001]","[1055.594976, 571.38318, 1106.390304, 607.42386]"
00580.jpg,0,0,0.8827097279895223,,Tiny,"[1071.0, 583.99974, 1101.0, 597.99978]","[1068.712032, 583.8212159999999, 1100.845728, 598.485024]"
00581.jpg,0,0,0.8109170845036343,,Tiny,"[971.0006399999999, 567.9995399999999, 1008.00096, 583.99974]","[968.840928, 567.7578359999999, 1007.0041919999999, 585.954324]"
00582.jpg,0,0,0.7905687848517251,,Tiny,"[637.99968, 388.00026, 677.99904, 405.00054]","[636.6052800000001, 386.538912, 678.46032, 403.206768]"
00583.jpg,0,0,0.9024153805782552,,Tiny,"[619.0003199999999, 671.00076, 657.00096, 692.00028]","[619.6776000000001, 671.67603, 656.4158399999999, 691.2774900000001]"
00584.jpg,0,0,0.8909067652567723,,Tiny,"[581.99904, 444.99996, 611.99904, 465.99948]","[580.700928, 444.645018, 610.9317120000001, 466.462422]"
00585.jpg,0,0,0.8708656385035601,,Tiny,"[190.00032000000002, 407.99969999999996, 225.0, 423.9999]","[187.7376, 408.767364, 224.46336, 423.77655599999997]"
00586.jpg,0,0,0.8350843961423876,,Tiny,"[436.00032, 430.00038, 471.0, 444.00041999999996]","[434.370528, 430.41996000000006, 470.928672, 445.52916]"
00587.jpg,0,0,0.86325763110389,,Small,"[1137.0000000000002, 263.99952, 1183.99968, 292.99967999999996]","[1134.768288, 262.885284, 1186.239072, 293.560956]"
00588.jpg,0,0,0.8632386222894384,,Tiny,"[1041.00096, 279.00072, 1082.0006400000002, 301.00032]","[1039.375872, 278.33106599999996, 1085.084928, 300.79733400000003]"
00589.jpg,0,0,0.8773753334096965,,Tiny,"[826.9987199999999, 340.99974, 853.99968, 355.99986]","[827.425824, 339.656814, 854.2906559999999, 356.329746]"
00590.jpg,0,0,0.7371362110888768,,Tiny,"[678.99936, 392.99958, 696.99936, 407.9997000000001]","[675.830784, 392.98932, 698.416896, 409.20660000000004]"
00591.jpg,0,0,0.9005073188509737,,Small,"[739.99968, 544.0003199999999, 791.9990399999999, 574.0005600000001]","[739.2668160000001, 545.571018, 792.520704, 574.8641819999999]"
00592.jpg,0,0,0.8927318355894719,,Tiny,"[67.99968000000001, 344.00052, 112.00031999999999, 365.00004]","[66.306912, 344.22715800000003, 110.037408, 364.581162]"
00593.jpg,0,0,0.8780137820031144,,Tiny,"[547.99968, 470.99988, 589.99968, 494.99964]","[546.9906239999999, 470.989782, 589.177056, 497.202138]"
00594.jpg,0,0,0.8756807106186035,,Small,"[883.99968, 611.99982, 961.99968, 650.9997]","[885.82944, 613.181502, 959.52864, 652.9111379999999]"
00595.jpg,0,0,0.7396774897706615,,Tiny,"[436.99968, 305.00064, 468.0, 328.00032]","[432.73804800000005, 304.705422, 473.889792, 327.833298]"
00596.jpg,0,0,0.561492540748308,,Tiny,"[820.99968, 417.99942, 854.00064, 432.99954]","[825.8507519999999, 413.75464200000005, 854.007168, 430.258878]"
00598.jpg,0,0,0.5135188135620127,,Small,"[901.00032, 517.00032, 951.9993599999999, 541.00008]","[899.0148479999999, 524.389194, 948.209472, 546.491286]"
00599.jpg,0,0,0.9307675331487747,,Small,"[720.9993599999999, 163.99962, 760.00032, 200.99934]","[719.466432, 164.7297, 759.793728, 200.67318000000003]"
00600.jpg,0,0,0.8462951593643512,,Tiny,"[741.00096, 408.99978000000004, 782.00064, 429.0003]","[739.39968, 407.538378, 781.3324799999999, 428.135382]"
00601.jpg,0,0,0.9453403612832469,,Small,"[952.99968, 298.00008, 1003.00032, 326.00016]","[952.94784, 298.41615, 1004.43072, 326.35089]"
00602.jpg,0,0,0.8447784273172735,,Small,"[1078.00032, 233.99982, 1127.00064, 277.00002]","[1079.0724480000001, 238.968684, 1127.099712, 276.171876]"
00603.jpg,0,0,0.8717419343638334,,Tiny,"[850.99968, 355.99986, 879.99936, 376.00037999999995]","[849.72432, 354.345084, 880.4452799999999, 376.002756]"
00604.jpg,0,0,0.6760135856652838,,Tiny,"[939.0009600000001, 581.99958, 973.00032, 601.00002]","[931.508832, 581.593176, 979.881888, 601.3481039999999]"
00605.jpg,2,2,0.9656494346075262,,Large,"[244.0002, 40.99993050000001, 403.00000800000004, 190.99961349999998]","[245.50738800000002, 40.966815999999994, 405.455844, 192.50391199999999]"
00605.jpg,1,0,0.8691382122392206,,Large,"[369.00006, 228.00008400000002, 477.999924, 314.000048]","[366.98896799999994, 217.844542, 477.22283999999996, 313.65668600000004]"
00605.jpg,0,1,0.8310199883769964,,Large,"[380.00034, 387.999703, 453.0002999999999, 453.99979499999995]","[373.06991999999997, 387.61711800000006, 460.00728000000004, 453.640358]"
00606.jpg,0,0,0.9348366974743545,,Tiny,"[952.0003200000001, 585.9998999999999, 977.00064, 599.9999399999999]","[951.484032, 586.183932, 976.3265279999998, 599.9066280000001]"
00607.jpg,0,0,0.9428697977604695,,Tiny,"[208.99967999999998, 658.00026, 232.99968, 677.0007]","[209.04576, 658.610352, 232.6848, 676.798848]"
00608.jpg,0,0,0.7777978175606675,,Tiny,"[1144.9996800000001, 388.00026, 1168.99968, 406.00061999999997]","[1141.1286719999998, 388.64431800000006, 1170.324768, 406.458162]"
00609.jpg,0,0,0.8719195333561541,,Tiny,"[1125.99936, 660.99942, 1147.99872, 678.99978]","[1124.6715840000002, 661.3057620000001, 1148.823456, 678.464478]"
00610.jpg,0,0,0.8017745267293744,,Tiny,"[1129.00128, 686.0003399999999, 1157.00064, 701.00046]","[1125.1552319999998, 685.7304479999999, 1155.489888, 701.320032]"
00611.jpg,0,0,0.9112703236004476,,Tiny,"[1560.99936, 606.99996, 1600.00032, 632.99988]","[1559.2776000000001, 606.578706, 1598.89584, 632.855214]"
